3474.05 0.17111132 0.18264936 0.21476227 0.13473329
3477.6042 0.062946044 0.07808541 0.19354199 0.12965664
3481.1587 -0.03638434 0.019713806 0.24319717 0.12831695
3484.7131 0.057685547 0.06976693 0.15007864 0.12847042
3488.2676 0.080320396 0.08483383 0.14544614 0.12899528
3491.8218 0.0077495165 0.0067300308 0.16392268 0.12864175
3495.3762 -0.048492335 -0.03585282 0.20383467 0.12873891
3498.9307 0.18094411 0.16147234 0.12749988 0.13041082
3502.4849 0.06801836 0.045481317 0.16575015 0.12976173
3506.0393 0.20571464 0.15349343 0.14840281 0.13239117
3509.5938 0.013119961 0.006823126 0.14385852 0.12450868
3513.148 0.025156373 0.029476233 0.16164555 0.12588388
3516.7024 0.17711537 0.18050513 0.18042453 0.13100956
3520.2568 0.0724205 0.07259104 0.16946535 0.12905332
3523.811 0.13773337 0.10386835 0.12077326 0.12894411
3527.3655 0.06361612 0.013936174 0.11814089 0.12968114
3530.92 0.23287255 0.23714057 0.111680456 0.13111635
3534.474 0.089520134 0.13820784 0.26839852 0.13068363
3538.0286 0.05437202 0.09061962 0.19949073 0.13113433
3541.583 0.10962014 0.076929696 0.12559515 0.128474
3545.1372 0.19224541 0.15090185 0.17951001 0.13052775
3548.6917 0.15030256 0.18838613 0.25220662 0.13199282
3552.246 0.08939603 0.050613936 0.15707192 0.12673377
3555.8003 0.13669859 0.119266 0.25769648 0.13356014
3559.3547 0.26777905 0.2699962 0.1631283 0.1314809
3562.9092 0.23776147 0.23220322 0.28284085 0.13671245
3566.4634 0.11010582 0.079010084 0.32389757 0.132906
3570.0178 0.17985523 0.2192567 0.20879641 0.12928948
3573.5723 0.11794485 0.06868749 0.22265565 0.13018706
3577.1265 0.24571528 0.2323528 0.16117536 0.13031827
3580.681 0.34815812 0.30934244 0.13620006 0.13235375
3584.2354 0.20434825 0.18244618 0.20382977 0.12977505
3587.7896 0.09930183 0.11826174 0.20953499 0.12662771
3591.344 0.02053438 0.08059085 0.24185295 0.12492858
3594.8984 0.36472076 0.3420124 0.18440329 0.13485928
3598.4526 0.24487476 0.24961795 0.15094732 0.12900008
3602.007 0.052067578 0.043949638 0.27471963 0.12790108
3605.5615 0.23672965 0.24267094 0.2542301 0.13317332
3609.1157 0.09592393 0.07988636 0.25113747 0.1264177
3612.6702 0.2412589 0.2634013 0.24304184 0.13128793
3616.2246 0.013324928 0.0039771465 0.22875363 0.12422601
3619.7788 0.2075324 0.1704247 0.2190008 0.13192417
3623.3333 0.24295905 0.22880279 0.18829587 0.12879023
3626.8877 -0.051995143 -0.046154935 0.29319847 0.12618017
3630.442 0.12077736 0.10114178 0.18781811 0.124690786
3633.9963 0.18860015 0.17725927 0.23588596 0.12905525
3637.5508 0.22844902 0.23688167 0.3326041 0.13223226
3641.105 0.11157668 0.100376725 0.3006142 0.12952992
3644.6594 0.08640969 0.120620914 0.27491194 0.12735622
3648.2139 0.2667007 0.27990794 0.25864244 0.13150537
3651.7683 0.44071048 0.40363365 0.23977572 0.13621144
3655.3225 0.48550004 0.43860242 0.19371556 0.13469101
3658.877 0.42772442 0.38257012 0.25593054 0.13511671
3662.4314 0.10733249 0.061820775 0.2849351 0.12783907
3665.9856 0.48866668 0.42308602 0.13138975 0.13173892
3669.54 0.23662074 0.24682713 0.25539598 0.12873872
3673.0945 0.5575572 0.6063099 0.20373505 0.13531438
3676.6487 0.066637695 0.108014755 0.2722143 0.12246713
3680.2031 0.35006094 0.41904992 0.22124885 0.12888867
3683.7576 0.24073637 0.24765284 0.31616637 0.13053988
3687.3118 0.3397374 0.37900877 0.24904968 0.13004257
3690.8662 0.3498534 0.30383703 0.26899332 0.1324413
3694.4207 0.5305886 0.51095766 0.22321527 0.13643155
3697.9749 0.433356 0.3966782 0.22843078 0.13332973
3701.5293 0.4510072 0.40145013 0.22600435 0.13317461
3705.0837 0.2570181 0.25795957 0.17986572 0.12588987
3708.638 0.32136962 0.2730392 0.27724794 0.13089517
3712.1924 0.3445325 0.2898481 0.21427977 0.12942287
3715.7468 0.27999893 0.2766072 0.31791762 0.13139033
3719.301 0.234105 0.21838391 0.31908068 0.12974803
3722.8555 0.6484879 0.58547795 0.21030064 0.13794246
3726.41 0.32712942 0.33701384 0.21259728 0.12751661
3729.964 0.37143832 0.39069006 0.22204767 0.12931934
3733.5186 0.7401094 0.6798974 0.19650668 0.1400642
3737.073 0.49112478 0.45003223 0.27758187 0.13458276
3740.6272 0.42728785 0.40438318 0.29453862 0.13407786
3744.1816 0.53254825 0.48731378 0.21967618 0.13445546
3747.736 0.68826574 0.63472456 0.22826444 0.13891175
3751.2903 0.27868336 0.29770663 0.30404747 0.12859738
3754.8447 0.61692387 0.545314 0.19038677 0.1360109
3758.3992 0.55373544 0.51494896 0.29931846 0.13632126
3761.9534 0.27963927 0.30733058 0.408766 0.1321135
